,Rank, ,Code,Company,Price,Change,% Chg,Mkt Cap,1 Year
810,811,down,AJL,AJ Lucas Group,$0.105,-0.005,-4.55%,$78.76 M,-68.18%
811,812,up,QAU,Betashares Gold ETF ETF Units FP,$13.10,+0.05,+0.38%,$78.73 M,-3.39%
812,813,up,OZR,SPDR 200 Resources ETF Units FP,$11.54,+0.01,+0.09%,$78.27 M,+4.25%
813,814,no change,MDR,Medadvisor Limited,$0.057,0.00,0.00%,$77.69 M,+32.56%
814,815,down,MML,Medusa Mining Limited,$0.37,-0.005,-1.33%,$76.88 M,-36.21%
815,816,no change,LOM,Lucapa Diamond Limited,$0.155,0.00,0.00%,$76.86 M,-47.46%
816,817,no change,VEE,Veem Limited,$0.59,0.00,0.00%,$76.70 M,+38.82%
817,818,no change,CLF,Concentrated Leaders,$1.29,0.00,0.00%,$76.63 M,+4.88%
818,819,no change,NUH,Nuheara Limited,$0.078,0.00,0.00%,$76.61 M,-18.75%
819,820,up,GNX,GENEX Power Limited,$0.245,+0.005,+2.08%,$76.55 M,-20.97%
820,821,up,CYG,Coventry Group,$0.85,+0.05,+6.25%,$76.24 M,-23.93%
821,822,no change,CVF,Contrarian Valfd Limited,$1.075,0.00,0.00%,$76.10 M,-2.27%
822,823,down,WKT,Walkabout Resources,$0.25,-0.025,-9.09%,$76.06 M,+201.21%
823,824,up,4DS,4DS Memory Limited,$0.072,+0.001,+1.41%,$75.96 M,+20.00%
824,825,no change,CSV,CSG Limited,$0.17,0.00,0.00%,$75.77 M,-51.42%
825,826,down,STG,Straker Translations,$1.43,-0.06,-4.03%,$75.22 M,-16.37%
826,827,down,OMN,Onemarket,$0.80,-0.01,-1.24%,$75.08 M,-47.71%
827,828,down,WZR,Wisr Limited,$0.11,-0.01,-8.33%,$75.07 M,+279.31%
828,829,no change,WLC,Wollongong Coal Limited,$0.008,0.00,0.00%,$74.94 M,+14.29%
829,830,up,ALC,Alcidion Group Limited,$0.093,+0.001,+1.09%,$74.93 M,+89.80%
830,831,no change,RYD,Ryder Capital Limited,$1.25,0.00,0.00%,$74.90 M,+1.63%
831,832,up,SWTZ,Switzrdividendgrowth Trading Managed Fund Units FP,$2.51,+0.01,+0.40%,$74.60 M,-1.57%
832,833,no change,GDG,Generation DEV Group,$0.595,0.00,0.00%,$74.55 M,-52.40%
833,834,down,BOE,Boss Resources Limited,$0.047,-0.001,-2.08%,$74.47 M,-20.34%
834,835,down,FCT,Firstwave Cloud Tech,$0.265,-0.005,-1.85%,$74.41 M,-3.64%
835,836,no change,CXL,CALIX Limited,$0.715,0.00,0.00%,$73.75 M,+13.49%
836,837,up,BCI,BCI Minerals Limited,$0.185,+0.005,+2.78%,$73.56 M,+19.36%
837,838,no change,CD1,Cordish Dixon Pef I Ordinary Units FP,$1.88,0.00,0.00%,$73.35 M,-3.59%
838,839,up,BLG,Bluglass Limited,$0.175,+0.015,+9.38%,$73.22 M,-58.33%
839,840,no change,MCA,Murray Cod Aust Limited,$0.165,0.00,0.00%,$73.20 M,+166.13%
840,841,no change,MPP,Metro Perf.Glass Limited Foreign Exempt NZX,$0.39,0.00,0.00%,$72.30 M,-48.34%
841,842,no change,OCP,Oceania Capital Limited,$2.05,0.00,0.00%,$72.22 M,-6.82%
842,843,up,OZF,SPDR 200 Financials ETF Units FP,$19.55,+0.11,+0.57%,$71.94 M,-1.66%
843,844,up,TGA,Thorn Group Limited,$0.445,+0.005,+1.14%,$71.72 M,-28.23%
844,845,down,IWLD,Ishares Core WLD ETF Units FP,$35.09,-0.01,-0.03%,$71.71 M,+5.22%
845,846,up,EDE,Eden INV Limited,$0.043,+0.001,+2.38%,$71.41 M,-35.82%
846,847,down,AGH,Althea Group,$0.54,-0.01,-1.82%,$71.13 M,-3.57%
847,848,up,RKN,Reckon Limited,$0.625,+0.005,+0.81%,$70.81 M,-48.98%
848,849,no change,BNO,Bionomics Limited,$0.13,0.00,0.00%,$70.81 M,-77.78%
849,850,up,BOND,SPDR Aust BOND ETF Units FP,$27.04,+0.06,+0.22%,$70.80 M,+5.92%
850,851,down,DYL,Deep Yellow Limited,$0.35,-0.005,-1.41%,$70.45 M, +34.62%
851,852,up,PEN,Peninsula Energy Limited,$0.285,+0.005,+1.79%,$70.44 M,+9.62%
852,853,up,GLB,Globe International,$1.69,+0.005,+0.30%,$70.07 M,+25.19%
853,854,down,AGY,Argosy Minerals Limited,$0.069,-0.003,-4.17%,$70.00 M,-76.14%
854,855,down,MXC,MGC Pharmaceuticals,$0.057,-0.001,-1.72%,$69.13 M,-22.97%
855,856,down,PDZ,Prairie Mining Limited,$0.325,-0.025,-7.14%,$68.99 M,-45.83%
856,857,no change,WND,Windlab Limited,$1.02,0.00,0.00%,$68.98 M,-34.19%
857,858,down,ZYUS,ETFs S&P500 Yield ETF Units FP,$13.48,-0.07,-0.52%,$68.88 M,+8.89%
858,859,up,RGB,Russaustgovtbondetf ETF Units FP,$22.50,+0.01,+0.04%,$68.86 M,+8.23%
859,860,no change,AWY,Aust Whisky Holdings,$0.042,0.00,0.00%,$68.48 M,-2.33%
860,861,down,MGC,MG Unit Trust Ordinary Units FP,$0.315,-0.005,-1.56%,$68.33 M,+53.66%
861,862,down,BLU,Blue Energy Limited,$0.058,-0.002,-3.33%,$68.20 M,-58.57%
862,863,up,TGO,Trimantium Growthops,$0.49,+0.09,+22.50%,$68.13 M,-62.31%
863,864,no change,ORN,Orion Minerals Limited,$0.034,0.00,0.00%,$68.11 M,-15.00%
864,865,down,RXP,RXP Services Limited,$0.42,-0.005,-1.18%,$67.66 M,-30.00%
865,866,up,TRS,The Reject Shop,$2.34,+0.02,+0.86%,$67.65 M,-63.83%
866,867,up,URB,URB Investments Limited,$0.915,+0.005,+0.55%,$67.18 M,-1.08%
867,868,no change,MTO,Motorcycle HLDG,$1.08,0.00,0.00%,$66.64 M,-68.05%
868,869,up,NVX,Novonix Limited,$0.54,+0.01,+1.89%,$66.49 M,-21.74%
869,870,no change,ZER,ZETA Resources Limited,$0.335,0.00,0.00%,$66.02 M,-12.99%
870,871,no change,GSL,Greatcell Solar Limited,$0.17,0.00,0.00%,$65.97 M,0.00%
871,872,up,WGO,Warrego Energy Limited,$0.13,+0.01,+8.33%,$65.87 M,+116.67%
872,873,down,WCMQ,Wcmqualityglobalgrow Trading Managed Units FP,$5.50,-0.02,-0.36%,$65.77 M,+9.56%
873,874,down,OKU,Oklo Resources Limited,$0.185, -0.015,-7.50%,$65.65 M,-51.32%
874,875,no change,LGD,Legend Corporation,$0.30,0.00,0.00%,$65.02 M,+33.33%
875,876,no change,BOL,Boom Logistics,$0.145,0.00,0.00%,$64.92 M,-27.50%
876,877,no change,APW,Aims Pror Sec Fund Ordinary Units FP,$1.445,0.00,0.00%,$64.45 M,-11.89%
877,878,up,LPI,Lithium PWR Int Limited,$0.245,+0.005,+2.08%,$64.32 M,-7.55%
878,879,no change,PNL,Paringa Resources,$0.14,0.00,0.00%,$64.16 M,-51.38%
879,880,down,RSM,Russausemigovbondetf ETF Units FP,$21.08,-0.05,-0.24%,$63.96 M,+3.23%
880,881,up,BRB,Breaker Res NL,$0.35,+0.01,+2.94%,$63.94 M,+14.75%
881,882,up,AKM,Aspire Mining Limited,$0.019,+0.001,+5.56%,$63.20 M,+18.75%
882,883,no change,RDH,Redhill Education,$2.05,0.00,0.00%,$63.07 M,-22.35%
883,884,no change,TEK,Thorney Tech Limited,$0.245,0.00,0.00%,$63.03 M,+2.08%
884,885,no change,AUZ,Australian Mines Limited,$0.021,0.00,0.00%,$62.92 M,-74.07%
885,886,no change,PNW,Pacific Star Network,$0.31,0.00,0.00%,$62.91 M,+1.64%
886,887,no change,RFT,Rectifier Technolog,$0.046,0.00,0.00%,$62.84 M,+109.09%
887,888,down,YOJ,Yojee Limited,$0.074,-0.001,-1.33%,$62.71 M,-50.67%
888,889,up,REY,REY Resources Limited,$0.295,+0.01,+3.51%,$62.65 M,+34.09%
889,890,up,PCK,Painchek Limited,$0.072,+0.003,+4.35%,$62.44 M,+16.13%
890,891,no change,ECT,ENV Clean Tech Limited,$0.013,0.00,0.00%,$62.41 M,-23.53%
891,892,up,A4N,Alpha Hpa Limited,$0.11,+0.005,+4.76%,$62.38 M,-5.47%
892,893,no change,CLX,Cti Logistics,$0.80,0.00,0.00%,$62.17 M,-20.79%
893,894,no change,BNDS,Beta LM Aus Bond ETF Units FP,$26.29,0.00,0.00%,$61.77 M,+4.62%
894,895,down,ESTX,ETFSEUROSTOXX50 ETF Units FP,$64.45,-0.12,-0.19%,$61.60 M,-5.18%
895,896,no change,IMU,Imugene Limited,$0.017,0.00,0.00%,$61.37 M,-48.14%
896,897,up,ACF,Acrow Formwork,$0.345,+0.01,+2.99%,$61.23 M,+27.78%
897,898,no change,MAU,Magnetic Resources,$0.32,0.00,0.00%,$61.11 M,+93.94%
898,899,no change,HML,Henry Morgan Limited,$1.99,0.00,0.00%,$61.00 M,0.00%
899,900,down,CPH,Creso Pharma Limited,$0.455,-0.02,-4.21%,$60.85 M,-37.67%
900,901,no change,JAN,Janison Edu Group,$0.36,0.00,0.00%,$60.73 M,-20.88%
901,902,down,ETPMAG,ETFs Physical Silver,$20.07,-0.11,-0.55%,$60.65 M,-4.93%
902,903,down,BNKS,Beta Global Banks ETF Units FP,$6.43,-0.08,-1.23%,$60.55 M,-13.92%
903,904,up,CUP,Countplus Limited,$0.53,+0.01,+1.92%,$60.54 M,-11.67%
904,905,no change,RSH,Respiri Limited,$0.115,0.00, 0.00%,$60.48 M,-25.81%
905,906,no change,IBC,Ironbark Capital Limited,$0.49,0.00,0.00%,$60.35 M,+2.08%
906,907,down,KCN,Kingsgate Consolid,$0.265,-0.005,-1.85%,$59.95 M,-11.67%
907,908,no change,NCC,Naos Emerg Opp,$1.00,0.00,0.00%,$59.91 M,-20.00%
908,909,down,EGH,Eureka Group Limited,$0.26,-0.005,-1.89%,$59.81 M,-1.89%
909,910,up,ZEN,Zenith Energy Limited,$0.61,+0.02,+3.39%,$59.78 M,-22.79%
910,911,no change,DBF,Duxton Broadacre,$1.39,0.00,0.00%,$59.69 M,-13.13%
911,912,down,SLX,SILEX Systems,$0.35,-0.01,-2.78%,$59.66 M,+27.27%
912,913,no change,CGB,Cann Global Limited,$0.037,0.00,0.00%,$59.66 M,-24.49%
913,914,up,VBND,VNGD GLB Agg Bond ETF Units FP,$51.56,+0.15,+0.29%,$59.59 M,+3.58%
914,915,no change,SHM,Shriro Holdings Limited,$0.625,0.00,0.00%,$59.43 M,-55.99%
915,916,up,WAT,Waterco Limited,$1.62,+0.12,+8.00%,$59.35 M,-19.00%
916,917,up,MVS,Vaneck Small Masters ETF Units FP,$20.45,+0.06,+0.29%,$58.99 M,+0.25%
917,918,no change,SAS,Sky and Space Global,$0.028,0.00,0.00%,$58.98 M,-70.53%
918,919,down,IHWL,Ishares Core WLD Aud ETF Units FP,$33.35,-0.09,-0.27%,$58.73 M,-0.15%
919,920,down,TOU,Tlou Energy Limited,$0.13,-0.005,-3.70%,$58.52 M,-3.04%
920,921,down,DNA,Donaco International,$0.071,-0.004,-5.33%,$58.48 M,-69.13%
921,922,down,S66,Star Combo,$0.675,-0.02,-2.88%,$58.41 M,-14.56%
922,923,no change,BHL,Boyuan Holdings,$0.17,0.00,0.00%,$58.33 M,-66.67%
923,924,no change,WFE,Winmar Resources Limited,$0.024,0.00,0.00%,$58.15 M,+20.00%
924,925,up,RES,Resource Generation,$0.10,+0.001,+1.01%,$58.14 M,+72.41%
925,926,down,WRLD,Beta Managed Risk GL Trading Managed Fund Units FP,$12.56,-0.09,-0.71%,$58.08 M,+4.49%
926,927,up,THC,THC Global Group Limited,$0.43,+0.005,+1.18%,$57.94 M,-33.85%
927,928,up,EMH,European Metals HLDG Chess Depositary Interests 1:1,$0.395,+0.02,+5.33%,$57.92 M,+6.76%
928,929,down,BRI,Big RIV Indust Limited,$1.06,-0.09,-7.83%,$57.90 M,-47.53%
929,930,no change,IGE,Int Green Energy,$0.22,0.00,0.00%,$57.82 M,-40.54%
930,931,down,IKO,Ishares MSCI SK ETF ETF Units FP,$83.45,-0.47,-0.56%,$57.59 M,-15.28%
931,932,down,LEG,Legend Mining,$0.028,-0.001,-3.45%,$57.24 M,-15.15%
932,933,no change,PGX,Primero Group,$0.38,0.00,0.00%,$56.86 M,-7.32%
933,934,no change,HRL,Hrlholding,$0.115,0.00,0.00%,$56.74 M,-34.29%
934,935,no change,JAL,Jameson Resources,$0.215,0.00,0.00%,$56.71 M,+65.39%
935,936,no change,EVM,Enviromission Limited,$0.10,0.00,0.00%,$56.53 M,0.00%
936,937,no change,ORR,Orecorp Limited,$0.26,0.00,0.00%,$56.53 M,+26.83%
937,938,no change,PYC,Phylogica Limited,$0.023,0.00,0.00%,$56.19 M,-34.29%
938,939,down,OSP,Osprey Med Inc Chess Depositary Interests 2:1 US Prohibited,$0.13,-0.005,-3.70%,$56.13 M,-31.22%
939,940,down,EUR,European Lithium Limited,$0.099,-0.006,-5.71%,$56.13 M,-46.49%
940,941,no change,CAA,Capral Limited,$0.115,0.00,0.00%,$55.71 M,-23.33%
941,942,down,MXI,Maxitrans Industries,$0.30,-0.015,-4.76%,$55.52 M,-56.52%
942,943,down,KFE,Kogi Iron Limited,$0.084,-0.001,-1.18%,$55.49 M,-35.39%
943,944,up,HLA,Healthia Limited,$0.88,+0.005,+0.57%,$55.47 M,-26.36%
944,945,no change,ECG,Ecargo HLDG Chess Depositary Interest 1:1,$0.09,0.00,0.00%,$55.37 M,-61.70%
945,946,no change,QPR,Quattro Plus Estate Units FP,$0.95,0.00,0.00%,$55.26 M,+375.00%
946,947,no change,OZG,Ozgrowth Limited,$0.155,0.00,0.00%,$55.20 M,-13.89%
947,948,up,PAF,PM Capital Asian Ops,$0.965,+0.01,+1.05%,$54.90 M,-24.61%
948,949,down,JRV,Jervois Mining,$0.245,-0.01,-3.92%,$54.70 M,-43.02%
949,950,no change,MVR,Vaneck Resources ETF Units FP,$27.28,0.00,0.00%,$54.60 M,+2.25%
950,951,down,VXR,Venturex Resources,$0.195,-0.01,-4.88%,$54.55 M,0.00%
951,952,no change,MAM,Microequities,$0.41,0.00,0.00%,$54.55 M,-46.05%
952,953,up,GROW,SCH Real Return Fund Trading Managed Fund Units FP,$3.69,+0.02,+0.55%,$54.39 M,+0.55%
953,954,no change,MMJ,MMJ Group HLDS Limited,$0.235,0.00,0.00%,$54.09 M,-29.85%
954,955,down,WVOL,Ishares Edgewld Mvol ETF Units FP,$31.40,-0.29,-0.92%,$54.05 M,+9.22%
955,956,down,QHL,Quickstep Holdings,$0.076,-0.001,-1.30%,$53.98 M,-3.80%
956,957,up,BKT,Black Rock Mining,$0.092,+0.007,+8.24%,$53.87 M,+84.00%
957,958,no change,TTM,Titan Minerals,$0.021,0.00,0.00%,$53.84 M,-38.24%
958,959,up,ACQ,Acorn Cap INV Fund,$1.015,+0.015,+1.50%,$53.67 M,-7.73%
959,960,no change,DGH,Desane Group Holdings,$1.30,0.00,0.00%,$53.18 M,+9.91%
960,961,no change,MMM,Marley Spoon Chess Depositary Interests 1000:1,$0.44,0.00,0.00%,$53.07 M,-63.18%
961,962,no change,DN8,Dreamscape Netwk Limited,$0.135,0.00,0.00%,$52.49 M,+8.00%
962,963,down,RHT,Resonance Health,$0.13,-0.015,-10.35%,$52.32 M,+364.29%
963,964,no change,BOC,Bougainville Copper 1 Kina,$0.13,0.00,0.00%,$52.14 M,-38.10%
964,965,down,ASIA,Beta Asiatech Tigers ETF Units FP,$6.05,-0.03,-0.49%,$52.03 M,-1.47%
965,966,no change,BWF,Blackwall Limited,$0.845,0.00,0.00%,$51.93 M,-17.96%
966,967,down,PLX,Pyrolyx AG Chess Depositary Interests 15:1,$0.65,-0.035,-5.11%,$51.87 M,-40.37%
967,968,down,XAM,Xanadu Mines Limited,$0.08,-0.009,-10.11%,$51.84 M,-55.56%
968,969,up,MWR,MGM Wireless Limited,$4.23,+0.11,+2.67%,$51.82 M,+200.00%
969,970,up,SKF,SKYFII Limited,$0.185,+0.015,+8.82%,$51.57 M,+15.63%
970,971,down,SSG,Shaver Shop Group Limited,$0.41,-0.015,-3.53%,$51.47 M,-10.87%
971,972,up,BYI,Beyond International,$0.835,+0.035,+4.38%,$51.22 M,+11.33%
972,973,up,NAM,Namoi Cotton Limited,$0.365,+0.035,+10.61%,$51.17 M,-27.00%
973,974,no change,SIO,Simonds Group Limited,$0.355,0.00,0.00%,$51.06 M,+18.33%
974,975,up,SWK,Swick Mining,$0.22,+0.005,+2.33%,$50.92 M,-12.00%
975,976,no change,ST1,Spirit Telecom Limited,$0.175,0.00,0.00%,$50.86 M,-31.37%
976,977,no change,TAM,Tanami Gold NL,$0.043,0.00,0.00%,$50.53 M,+7.50%
977,978,no change,BBC,BNK Bank Corp Limited,$0.61,0.00,0.00%,$50.27 M,-55.96%
978,979,no change,BIS,Bisalloy Steel,$1.12,0.00,0.00%,$50.12 M,+20.43%
979,980,down,5GN,5G Networks Limited,$1.05,-0.01,-0.94%,$49.82 M,+92.66%
980,981,up,HGO,Hillgrove Res Limited,$0.086,+0.005,+6.17%,$49.66 M,+1.18%
981,982,down,ADA,Adacel Technologies,$0.65,-0.005,-0.76%,$49.56 M,-64.87%
982,983,down,FDM,Freedom Oil Gas,$0.046,-0.001,-2.13%,$49.54 M,-84.67%
983,984,up,BIT,Biotron Limited,$0.083,+0.004,+5.06%,$49.44 M,+266.00%
984,985,down,ISD,Isentia Group Limited,$0.245,-0.02,-7.55%,$49.00 M,-68.59%
985,986,no change,BMN,Bannerman Resources,$0.047,0.00,0.00%,$48.95 M,+17.50%
986,987,down,HJPN,Betashares WT Japan ETF Units FP,$11.62,-0.08,-0.68%,$48.87 M,-15.86%
987,988,up,STM,Sunstone Metals Limited,$0.04,+0.002,+5.26%,$48.84 M,+25.00%
988,989,no change,AYZ,Amyf Five Limited,$47.98,0.00,0.00%,$48.51 M,-16.83%
989,990,no change,AKG,Academies Aus Group,$0.38,0.00,0.00%,$48.49 M,-6.17%
990,991,no change,AJX,Alexium Int Group,$0.14,0.00,0.00%,$48.36 M,-15.15%
991,992,up,KLA,Kirkland Lake Gold Cdi 1:1 Foreign Exempt Xtse,$48.34,+0.23,+0.48%,$48.34 M,+90.69%
992,993,no change,TRY,Troy Resources Limited,$0.096,0.00,0.00%,$48.29 M,-33.79%
993,994,down,EVS,Envirosuite Limited,$0.13,-0.01,-7.14%,$48.13 M,+209.52%
994,995,no change,SSL,Sietel Limited,$6.00,0.00,0.00%,$48.04 M,+0.84%
995,996,no change,LSX,Lion Selection Group,$0.32,0.00,0.00%,$48.04 M,0.00%
996,997,no change,EPD,Empired Limited,$0.30,0.00,0.00%,$48.04 M,-34.78%
997,998,no change,JAT,Jatenergy Limited,$0.06,0.00,0.00%,$47.91 M,-65.71%
998,999,down,TOE,Toro Energy Limited,$0.022,-0.001,-4.35%,$47.79 M,-18.52%
999,"1,000",down,FOD,The Food Revolution,$0.095,-0.001,-1.04%,$47.78 M,+72.73%
1000,"1,001",up,AEI,Aeris Environmental,$0.225,+0.005,+2.27%,$47.64 M,+25.00%
1001,"1,002",up,NOX,Noxopharm Limited,$0.52,+0.005,+0.97%,$47.62 M,-39.54%
1002,"1,003",no change,BGS,Birimian Limited,$0.18,0.00,0.00%,$47.61 M,-64.36%
1003,"1,004",up,WEC,White Energy Company,$0.092,+0.011,+13.58%,$47.50 M,+113.47%
1004,"1,005",no change,BRN,Brainchip Limited,$0.045,0.00,0.00%,$47.24 M,-67.86%
1005,"1,006",no change,BBL,Brisbane Broncos,$0.48,0.00,0.00%,$47.06 M,0.00%
1006,"1,007",down,PTB,PTB Group Limited,$0.68,-0.035,-4.90%,$47.03 M,+20.35%
1007,"1,008",down,BFC,Beston Global Limited,$0.11,-0.01,-8.33%,$47.00 M,-45.00%
1008,"1,009",no change,MEC,Morphic Eef Limited,$0.89,0.00,0.00%,$46.83 M,-14.01%
1009,"1,010",up,CKA,Cokal Limited,$0.058,+0.002,+3.57%,$46.63 M,+16.00%
1010,"1,011",no change,SUM,Sumatra Copper&Gold Chess Depositary Interests 1:1,$0.012,0.00,0.00%,$46.59 M,-33.33%
1011,"1,012",no change,IB8,Ibosses Corp Limited,$0.40,0.00,0.00%,$46.44 M,0.00%
1012,"1,013",down,BEAR,Betashares Aust BEAR ETF Units FP,$12.90,-0.04,-0.31%,$46.38 M,-6.45%
1013,"1,014",up,EEG,Empire Energy Limited,$0.02,+0.002,+11.11%,$46.26 M,-48.72%
1014,"1,015",no change,WAA,Wam Active Limited,$1.00,0.00,0.00%,$46.21 M,-10.71%
1015,"1,016",down,CUE,CUE Energy Resource,$0.066,-0.001,-1.49%,$46.08 M,-4.35%
1016,"1,017",no change,GAS,State GAS Limited,$0.77,0.00,0.00%,$45.75 M,+285.00%
1017,"1,018",no change,AGM,Australiangovernance Ordinary Units FP,$1.85,0.00,0.00%,$45.69 M,-1.60%
1018,"1,019",down,FML,Focus Minerals Limited,$0.25,-0.015,-5.66%,$45.69 M,-10.71%
1019,"1,020",down,AIS,Aeris Resources Limited,$0.10,-0.01,-9.09%,$45.57 M,-28.90%
1020,"1,021",no change,EDC,Eildon Capital Limited,$1.00,0.00,0.00%,$45.56 M,+1.01%
1021,"1,022",no change,AHX,Apiam Animal Health,$0.43,0.00,0.00%,$45.54 M,-39.44%
1022,"1,023",no change,IKE,Ikegps Group Limited Foreign Exempt NZX,$0.50,0.00,0.00%,$45.24 M,+42.86%
1023,"1,024",down,ARL,Ardea Resources Limited,$0.425,-0.02,-4.49%,$45.11 M,-53.30%
1024,"1,025",down,VLS,Vita Life Sciences,$0.815,-0.035,-4.12%,$45.08 M,+7.24%
1025,"1,026",up,STA,Strandline Res Limited,$0.14,+0.005,+3.70%,$44.90 M,+3.70%
1026,"1,027",no change,MX1,Micro-X Limited,$0.295,0.00,0.00%,$44.77 M,-18.06%
1027,"1,028",no change,SDL,Sundance Resources,$0.005,0.00,0.00%,$44.73 M,+25.00%
1028,"1,029",down,DTS,Dragontail Systems,$0.18,-0.005,-2.70%,$44.64 M,+9.09%
1029,"1,030",no change,AOP,Apollo Consolidated,$0.20,0.00,0.00%,$44.30 M,+12.94%
1030,"1,031",down,OSL,Oncosil Medical,$0.07,-0.002,-2.78%,$44.15 M,-57.58%
1031,"1,032",no change,DME,Dome Gold Mines Limited,$0.16,0.00,0.00%,$43.88 M,+6.67%
1032,"1,033",no change,KME,Kip Mcgrath Edu.CNTR,$0.97,0.00,0.00%,$43.68 M,+71.68%
1033,"1,034",up,SNC,Sandon Capital Limited,$0.90,+0.015,+1.70%,$43.59 M,-9.09%
1034,"1,035",down,MVT,Mercantile Invest,$0.155,-0.005,-3.13%,$43.51 M,-8.82%
1035,"1,036",no change,VII,Vietnam Industrial,$0.305,0.00,0.00%,$43.39 M,+1.67%
1036,"1,037",down,MVB,Vaneck Banks ETF Units FP,$26.49,-0.02,-0.08%,$43.36 M,-1.23%
1037,"1,038",up,KRR,King River Resources,$0.035,+0.01,+40.00%,$43.35 M,-60.23%
1038,"1,039",down,CNW,Cirrus Net Hold Limited,$0.049,-0.001,-2.00%,$43.29 M,+145.00%
1039,"1,040",no change,AJQ,Armour Energy Limited,$0.085,0.00,0.00%,$43.27 M,-1.48%
1040,"1,041",up,NAC,Naos Ex-50,$0.82,+0.005,+0.61%,$43.08 M,-18.81%
1041,"1,042",no change,FFI,F.F.I. Holdings,$4.00,0.00,0.00%,$42.84 M,-0.25%
1042,"1,043",up,TAP,TAP Oil Limited,$0.10,+0.002,+2.04%,$42.60 M,+35.14%
1043,"1,044",down,FSI,Flagship Investments,$1.67,-0.045,-2.62%,$42.59 M,+4.38%
1044,"1,045",no change,JYC,Joyce Corporation,$1.52,0.00,0.00%,$42.51 M,+2.01%
1045,"1,046",down,SVY,Stavely Minerals Limited,$0.24,-0.015,-5.88%,$42.47 M,-17.24%
1046,"1,047",no change,MRL,Mayur Resources Limited Chess Depositary Interests 1:1,$0.50,0.00,0.00%,$42.29 M,-35.90%
1047,"1,048",down,BCT,Bluechiip Limited,$0.08,-0.001,-1.24%,$42.17 M,+37.93%
1048,"1,049",up,LIT,Lithium Australia NL,$0.09,+0.001,+1.12%,$41.97 M,-31.82%
1049,"1,050",down,AHQ,Allegiance Coal Limited,$0.082,-0.001,-1.21%,$41.92 M,+64.00%
1050,"1,051",up,CE1,Calima Energy,$0.03,+0.002,+7.14%,$41.79 M,-44.44%
1051,"1,052",down,IHOO,Ishares Global 100 ETF Units FP,$111.85,-1.35,-1.19%,$41.70 M,-2.49%
1052,"1,053",up,RVS,Revasum Cdi 1:1 US Prohibited,$1.345,+0.085,+6.75%,$41.43 M,-27.69%
1053,"1,054",no change,RTG,RTG Mining Inc Chess Depositary Interests 1:1,$0.095,0.00,0.00%,$41.40 M,-20.83%
1054,"1,055",up,GCY,Gascoyne Res Limited,$0.041,+0.002,+5.13%,$41.20 M,-92.62%
1055,"1,056",no change,GCM,Garda Capital Group FP Ordinary/Units Stapled Securities,$1.63,0.00,0.00%,$41.12 M,+55.24%
1056,"1,057",down,QUS,Betashares US 1000 ETF Units FP,$35.84,-0.26,-0.72%,$41.05 M,+6.00%
1057,"1,058",no change,PTL,Pental Limited,$0.30,0.00,0.00%,$40.88 M,-3.23%
1058,"1,059",up,14D,1414 Degrees Limited,$0.29,+0.005,+1.75%,$40.71 M,+28.89%
1059,"1,060",no change,AJJ,Asian Amer Medical,$0.12,0.00,0.00%,$40.53 M,+14.29%
1060,"1,061",up,PRX,Prodigy Gold NL,$0.084,+0.002,+2.44%,$40.37 M,-26.96%
1061,"1,062",no change,SGQ,ST George Min Limited,$0.135,0.00,0.00%,$40.25 M,+8.00%
1062,"1,063",up,KTD,Keytone Dairy,$0.535,+0.05,+10.31%,$40.13 M,+48.61%
1063,"1,064",up,ADJ,Adslot Limited,$0.028,+0.001,+3.70%,$39.98 M,+16.67%
1064,"1,065",down,VDCO,VNGD DIV Conserv ETF Units FP,$52.88,-0.07,-0.13%,$39.96 M,+4.69%
1065,"1,066",no change,TON,Triton Min Limited,$0.043,0.00,0.00%,$39.87 M,-39.44%
1066,"1,067",down,GC1,Glennon SML Co Limited,$0.83,-0.03,-3.49%,$39.85 M,-13.09%
1067,"1,068",up,BCN,Beacon Minerals,$0.019,+0.001,+5.56%,$39.79 M,+7.44%
1068,"1,069",up,AUST,Beta Managed Risk Au Trading Managed Fund Units FP,$16.41,+0.02,+0.12%,$39.73 M,+1.30%
1069,"1,070",down,IRD,Iron Road Limited,$0.057,-0.015,-20.83%,$39.54 M,-59.19%
1070,"1,071",no change,SPZ,Smart Parking Limited,$0.11,0.00,0.00%,$39.51 M,-78.00%
1071,"1,072",no change,AZY,Antipa Minerals Limited,$0.019,0.00,0.00%,$39.45 M,+26.67%
1072,"1,073",up,LON,Longtable Group Limited,$0.195,+0.005,+2.63%,$39.42 M,-73.92%
1073,"1,074",down,RCW,Rightcrowd,$0.30,-0.01,-3.23%,$39.33 M,-40.00%
1074,"1,075",up,OCC,Orthocell Limited,$0.42,+0.005,+1.21%,$39.32 M,+21.74%
1075,"1,076",up,OVT,Ovato Limited,$0.077,+0.004,+5.48%,$39.28 M,-76.31%
1076,"1,077",down,INIF,Investsmartauincfund Trading Managed Units FP,$2.41,-0.01,-0.41%,$39.20 M,-3.98%
1077,"1,078",no change,KPG,Kelly Partners Group,$0.86,0.00,0.00%,$39.13 M,-36.77%
1078,"1,079",up,ARU,Arafura Resource Limited,$0.05,+0.001,+2.04%,$39.07 M,-50.65%
1079,"1,080",no change,GBG,Gindalbie Metals Limited,$0.026,0.00,0.00%,$38.99 M,+23.81%
